Student_ID,Student_Full_Name,Gender,State,Category,Student_Marks_Percentage,Entrance_Exam,Entrance_Exam_Score,Course_Preference,College_Name,Branch,Historical_College_Cutoff_Marks,Previous_Year_Admission_Rank,Probability_of_Admission,College_Classification
1400,672,0,1,1,77.14,2,177,8,1200,8,80.49,57067,0.45,0
1401,3164,0,0,1,84.93,1,209,3,1634,3,70.14,5967,0.91,2
1402,4788,0,11,3,56.55,4,348,6,1940,6,69.12,94625,0.17,0
1403,814,0,8,0,60.75,2,113,5,182,5,82.3,55035,0.43,0
1404,3959,1,3,0,64.4,5,199,0,903,0,95.15,102994,0.3,0
1405,2768,0,1,0,57.65,5,138,4,1722,4,95.77,158425,0.39,0
1406,3351,0,10,0,85.3,4,241,6,817,6,79.1,114534,0.71,1
1407,3564,0,11,1,83.99,1,146,9,964,9,77.48,45372,0.7,1
1408,423,0,0,1,83.98,4,668,1,1367,1,64.87,136873,0.94,2
1409,2876,0,14,0,71.64,4,714,5,653,5,96.62,29933,0.32,0
1410,1446,0,12,1,98.43,4,400,0,1421,0,91.97,23494,0.57,1
1411,4339,0,11,2,90.64,3,104,2,136,2,71.11,153011,0.82,2
1412,522,1,13,1,94.09,4,190,6,413,6,70.54,175155,0.84,2
1413,150,1,0,0,65.95,5,187,3,229,3,66.96,56479,0.26,0
1414,3574,0,6,0,87.8,0,258,2,523,2,73.51,137625,0.88,2
1415,4311,1,13,1,83.23,0,243,8,1758,8,95.23,29487,0.44,0
1416,790,1,14,1,68.91,4,268,1,98,1,68.22,21153,0.59,1
1417,816,0,8,0,61.69,4,361,3,229,3,71.57,55976,0.26,0
1418,2941,1,1,1,60.24,3,199,3,1436,3,98.37,9659,0.49,0
1419,2715,1,0,2,57.94,5,183,5,738,5,81.88,110265,0.17,0
1420,1045,1,10,1,90.7,2,130,0,1800,0,76.33,176657,0.84,2
1421,1830,0,11,2,69.43,5,87,4,305,4,82.31,144750,0.19,0
1422,2419,0,11,3,97.97,5,85,1,2283,1,76.28,91733,0.93,2
1423,1093,1,12,2,61.98,0,219,9,1009,9,75.06,99249,0.36,0
1424,4385,0,13,0,69.1,3,105,9,256,9,89.52,129553,0.34,0
1425,3119,1,5,1,55.23,0,259,2,1781,2,90.34,178520,0.43,0
1426,4619,0,8,1,86.65,2,128,3,128,3,92.28,142613,0.26,0
1427,2888,0,8,2,74.07,4,486,8,2463,8,75.49,47287,0.26,0
1428,3299,0,14,0,69.28,3,169,1,1026,1,60.77,80202,0.82,2
1429,2968,0,8,0,82.23,2,122,4,1831,4,84.78,40628,0.32,0
1430,4440,0,10,1,86.87,3,192,1,2427,1,89.91,107309,0.32,0
1431,448,0,2,0,93.45,0,259,2,262,2,73.24,18766,0.97,2
1432,4472,0,12,0,92.86,1,275,7,1980,7,62.69,59220,0.89,2
1433,592,1,1,1,86.45,4,316,4,1236,4,62.13,125705,0.94,2
1434,614,0,3,0,78.53,0,248,0,1006,0,87.58,101877,0.33,0
1435,1286,1,5,1,70.49,1,140,4,1073,4,71.76,22455,0.29,0
1436,2593,0,2,1,66.23,1,238,1,2427,1,75.2,157898,0.18,0
1437,878,1,4,0,69.68,1,198,1,466,1,82.45,115642,0.44,0
1438,877,0,9,2,68.97,5,195,7,1729,7,71.47,94914,0.35,0
1439,259,1,9,0,74.76,3,93,3,1532,3,92.04,115035,0.36,0
1440,4255,1,8,2,81.73,4,686,6,32,6,94.47,134050,0.42,0
1441,430,0,11,0,86.13,3,199,1,1885,1,67.37,157162,0.87,2
1442,748,0,4,0,95.25,0,287,6,1102,6,75.86,28792,0.95,2
1443,630,0,11,0,70.29,2,64,3,559,3,97.16,57813,0.25,0
1444,2467,0,12,0,63.78,3,61,7,437,7,86.47,138919,0.34,0
1445,515,1,8,1,98.03,2,150,0,1189,0,70.54,134511,0.83,2
1446,2684,0,7,1,84.03,5,118,1,2225,1,65.23,172955,0.91,2
1447,1371,0,5,2,99.75,5,166,5,2187,5,69.08,174771,0.88,2
1448,4624,0,0,1,67.69,2,79,4,1630,4,76.26,100550,0.47,0
1449,2753,0,9,1,96.89,3,161,7,1866,7,79.95,127428,0.96,2
1450,3976,0,10,1,61.3,2,76,1,1474,1,78.49,55159,0.25,0
1451,4732,0,6,0,70.29,3,136,6,1510,6,92.58,110470,0.35,0
1452,4790,1,5,0,84.25,4,689,5,1114,5,96.79,78333,0.5,0
1453,3310,0,0,0,80.66,5,73,9,2336,9,73.39,153642,0.59,1
1454,1112,1,14,0,57.43,4,224,9,1135,9,95.36,79428,0.48,0
1455,1753,1,3,1,93.62,1,286,9,240,9,63.55,90046,0.91,2
1456,1605,0,11,1,76.94,3,94,0,610,0,68.46,65684,0.82,2
1457,276,0,5,0,76.78,1,240,0,359,0,66.18,24982,0.9,2
1458,2943,1,4,0,68.0,4,507,3,941,3,76.89,162255,0.49,0
1459,202,0,1,0,68.0,2,120,6,2326,6,89.83,52830,0.41,0
1460,542,0,12,2,92.98,5,184,6,1952,6,89.57,125718,0.69,1
1461,2465,1,10,0,91.3,5,120,7,1700,7,95.12,108717,0.47,0
1462,4391,1,9,1,82.87,2,67,8,1483,8,73.41,80556,0.9,2
1463,3255,0,7,1,76.31,3,154,3,1527,3,66.49,90446,0.89,2
1464,1461,0,3,0,91.62,5,160,4,527,4,87.95,53394,0.71,1
1465,113,1,7,0,99.38,3,85,9,1556,9,63.25,112705,0.96,2
1466,2295,1,7,0,85.58,4,658,9,2472,9,80.59,3238,0.63,1
1467,2585,0,11,0,95.32,0,139,6,1515,6,71.64,47111,0.9,2
1468,893,0,8,0,63.75,0,123,4,1035,4,97.48,178003,0.37,0
1469,239,0,7,2,97.76,4,672,8,1485,8,63.66,1885,0.95,2
1470,67,1,0,0,73.52,2,74,5,789,5,65.44,101797,0.87,2
1471,1143,1,2,1,82.34,0,112,9,2450,9,62.43,70164,0.86,2
1472,2005,0,13,1,91.32,4,235,6,2322,6,96.29,87896,0.29,0
1473,2667,0,12,1,63.78,0,194,1,1983,1,63.9,147527,0.47,0
1474,1872,0,1,2,97.59,2,57,7,474,7,93.08,150757,0.59,1
1475,2571,0,11,2,69.91,0,64,3,1582,3,61.73,166991,0.83,2
1476,4239,1,10,1,69.49,1,268,0,1183,0,65.9,74360,0.64,1
1477,3646,0,5,1,66.15,4,590,0,1919,0,71.16,100861,0.24,0
1478,3933,0,13,1,69.11,4,439,3,1601,3,97.91,97219,0.2,0
1479,426,0,9,0,78.5,4,684,3,159,3,65.27,100188,0.87,2
1480,1853,1,5,1,83.13,2,148,9,1127,9,94.39,52076,0.37,0
1481,3303,0,8,1,95.2,1,190,2,1033,2,81.95,6177,0.84,2
1482,4171,0,2,0,59.54,4,325,4,612,4,79.78,155130,0.32,0
1483,3249,1,11,1,67.59,2,77,0,2357,0,86.94,24401,0.17,0
1484,4011,0,1,1,90.27,3,96,3,1215,3,80.64,5300,0.91,2
1485,623,0,0,0,88.65,1,226,2,1586,2,72.25,124514,0.91,2
1486,1665,1,2,0,74.26,3,112,8,1482,8,63.25,124549,0.94,2
1487,1734,0,14,0,78.24,2,139,3,624,3,85.52,156692,0.47,0
1488,3290,1,12,1,66.7,2,106,5,1343,5,61.67,129965,0.63,1
1489,4383,0,6,1,78.43,3,172,1,2466,1,78.88,74363,0.27,0
1490,2519,1,14,0,87.67,1,277,4,1767,4,82.19,99998,0.75,1
1491,1898,0,11,1,78.3,2,168,6,351,6,77.16,171352,0.55,1
1492,754,1,8,1,90.24,4,648,9,2261,9,97.95,46884,0.43,0
1493,4201,1,7,1,98.39,3,165,8,1219,8,85.79,178759,0.95,2
1494,2108,1,8,0,72.38,3,129,0,1196,0,65.79,178137,0.67,1
1495,4003,0,3,0,65.63,0,258,4,1603,4,66.78,137564,0.3,0
1496,4431,1,7,0,97.19,5,160,9,1810,9,61.93,83110,0.92,2
1497,3372,1,9,1,55.94,0,91,9,2049,9,96.09,170983,0.3,0
1498,4289,0,2,1,80.01,0,283,7,1886,7,98.27,70841,0.19,0
1499,348,1,6,0,81.92,2,73,7,2184,7,83.49,166171,0.36,0
1500,790,0,3,1,66.62,3,134,5,464,5,71.52,20413,0.43,0
1501,4201,0,0,0,99.54,5,126,8,1509,8,85.32,145993,0.97,2
1502,3868,0,11,2,56.37,5,178,8,961,8,85.75,145192,0.33,0
1503,3426,0,2,0,96.2,2,83,7,1699,7,83.55,50698,0.83,2
1504,4674,1,3,1,88.27,5,55,8,1590,8,95.99,51352,0.17,0
1505,791,1,4,2,77.84,4,349,0,976,0,86.17,52165,0.4,0
1506,3811,1,9,0,83.04,3,123,3,3,3,83.56,12866,0.25,0
1507,240,0,12,2,90.39,1,95,3,613,3,61.92,134604,0.94,2
1508,1328,0,2,0,96.73,3,116,6,502,6,78.23,98967,0.83,2
1509,1568,0,4,2,71.05,0,262,1,2294,1,85.48,114520,0.44,0
1510,4349,0,12,3,72.54,4,400,8,2214,8,74.18,170810,0.18,0
1511,1976,1,6,0,73.87,0,258,2,1478,2,80.39,55397,0.17,0
1512,3229,0,5,2,95.45,5,194,9,1616,9,71.47,31095,0.86,2
1513,3325,1,8,1,75.35,3,108,0,2100,0,92.38,148441,0.42,0
1514,2232,1,9,1,95.13,2,125,0,1638,0,96.99,126567,0.34,0
1515,3324,1,2,0,63.1,4,250,4,2325,4,75.59,153491,0.26,0
1516,1023,1,4,3,66.48,1,267,7,1212,7,68.32,4327,0.44,0
1517,4388,1,14,0,71.03,0,104,1,1978,1,85.45,159741,0.36,0
1518,4802,0,7,1,63.15,3,76,3,1647,3,63.29,51757,0.48,0
1519,2635,1,10,0,63.66,2,160,7,303,7,65.52,39202,0.24,0
1520,1899,1,12,2,78.83,4,605,8,401,8,87.01,68695,0.27,0
1521,3701,0,11,2,83.96,5,84,2,31,2,96.95,30880,0.39,0
1522,502,0,3,1,64.67,3,170,1,697,1,72.21,14965,0.2,0
1523,1548,0,5,0,90.0,0,200,9,2260,9,67.72,60309,0.87,2
1524,950,1,2,1,63.64,5,109,7,1817,7,88.81,71618,0.41,0
1525,3846,0,7,1,86.76,5,93,1,865,1,73.89,82732,0.96,2
1526,2432,1,2,1,62.71,0,136,2,280,2,91.5,36222,0.25,0
1527,2887,0,9,0,59.6,2,88,1,85,1,87.85,171926,0.22,0
1528,2443,0,0,0,73.39,2,144,0,1869,0,67.2,120832,0.78,1
1529,1593,0,9,0,79.53,2,157,2,2372,2,69.63,51701,0.93,2
1530,1080,1,0,0,94.32,5,56,5,244,5,91.39,31742,0.57,1
1531,2697,1,6,0,62.26,0,92,3,1700,3,60.87,129510,0.75,1
1532,1205,0,1,0,55.19,3,125,6,863,6,66.09,15161,0.34,0
1533,2072,1,2,1,63.35,2,123,6,2054,6,81.14,62951,0.25,0
1534,4585,0,3,2,81.22,2,151,1,1398,1,86.15,149282,0.43,0
1535,2632,0,10,1,77.92,5,194,6,284,6,98.46,156813,0.22,0
1536,2833,0,6,0,75.51,1,216,1,35,1,86.66,130140,0.23,0
1537,1759,1,10,1,64.25,3,66,6,2098,6,80.85,12254,0.46,0
1538,3696,1,6,0,61.51,0,130,9,1760,9,79.43,147019,0.24,0
1539,4537,1,0,0,90.29,5,78,9,1989,9,93.81,8033,0.25,0
1540,4456,0,10,0,97.44,3,70,3,574,3,74.18,78267,0.85,2
1541,469,1,0,1,63.46,3,51,5,1217,5,98.07,50738,0.39,0
1542,3314,0,12,0,71.79,0,175,1,234,1,87.51,103888,0.18,0
1543,4328,0,5,0,66.8,2,119,5,5,5,72.33,38782,0.37,0
1544,53,1,11,0,93.23,5,158,9,2314,9,86.1,159026,0.64,1
1545,3987,0,11,0,58.44,0,134,5,1491,5,97.4,53355,0.23,0
1546,1844,1,2,0,96.18,0,196,7,2475,7,92.08,55625,0.56,1
1547,245,0,13,1,99.53,4,452,9,883,9,85.32,117913,0.88,2
1548,2267,0,8,0,91.13,1,83,3,1067,3,71.39,82388,0.85,2
1549,188,0,1,0,79.55,2,182,4,605,4,69.93,29349,0.84,2
1550,3555,0,7,1,66.52,5,196,5,2474,5,65.55,8334,0.76,1
1551,2043,1,2,0,96.47,4,347,1,1657,1,97.33,24210,0.19,0
1552,4177,0,4,2,87.2,1,75,7,1853,7,67.93,136980,0.96,2
1553,682,1,14,1,61.29,2,166,4,646,4,83.7,28693,0.46,0
1554,4557,0,12,0,61.83,3,130,1,2059,1,91.96,48669,0.16,0
1555,2054,1,6,2,86.47,1,184,2,997,2,85.88,140686,0.73,1
1556,4552,1,5,2,98.45,0,276,4,431,4,98.22,7277,0.76,1
1557,1068,1,11,2,66.81,4,237,8,1405,8,91.38,107093,0.24,0
1558,1653,0,10,0,80.58,3,143,1,1017,1,98.85,128858,0.35,0
1559,2453,0,8,0,77.87,3,188,5,2386,5,83.3,98576,0.31,0
1560,102,0,5,2,78.86,5,58,2,516,2,79.83,166888,0.21,0
1561,4270,0,0,0,77.35,0,99,6,1721,6,96.94,50410,0.22,0
1562,1096,1,5,3,59.24,0,243,9,1163,9,94.65,41748,0.21,0
1563,1823,0,6,0,64.71,0,203,5,224,5,61.61,69821,0.79,1
1564,211,0,2,3,87.15,3,157,5,279,5,71.29,47306,0.98,2
1565,1394,0,6,0,71.06,5,68,5,1081,5,77.03,75569,0.17,0
1566,3181,1,5,0,84.38,2,193,7,1294,7,96.24,83658,0.25,0
1567,4535,1,11,1,69.58,4,439,3,896,3,96.63,90235,0.43,0
1568,3650,1,4,0,79.89,4,478,0,1368,0,89.23,56965,0.35,0
1569,219,1,12,0,74.63,5,119,2,853,2,79.83,94107,0.2,0
1570,1900,1,4,0,71.19,0,129,9,1440,9,77.29,58234,0.32,0
1571,4733,1,2,0,96.9,0,128,3,1375,3,97.1,47415,0.45,0
1572,3301,1,4,0,98.96,2,121,2,582,2,82.46,37153,0.92,2
1573,4154,0,1,1,95.27,5,105,1,1248,1,96.94,97275,0.44,0
1574,573,1,6,0,68.49,5,53,8,1222,8,95.21,81299,0.3,0
1575,3291,1,5,1,89.45,3,53,0,1096,0,63.6,60193,0.84,2
1576,280,1,12,0,87.27,3,195,6,1387,6,88.26,158935,0.32,0
1577,2809,0,12,1,78.59,5,130,7,2102,7,86.32,168296,0.16,0
1578,3985,1,10,0,68.42,1,184,3,2318,3,65.71,103936,0.59,1
1579,3723,0,13,0,77.0,1,200,0,1530,0,88.12,178146,0.27,0
1580,4423,0,5,0,88.63,3,176,2,1846,2,60.02,64308,0.89,2
1581,4067,1,0,1,84.31,1,199,3,1841,3,88.59,154388,0.24,0
1582,1803,1,2,0,63.67,3,140,1,2084,1,70.68,94728,0.39,0
1583,1600,0,5,0,89.12,4,348,0,1138,0,71.31,40620,0.93,2
1584,4124,1,6,0,64.91,0,190,9,1836,9,93.74,31438,0.43,0
1585,2637,1,6,2,76.98,5,93,9,1139,9,61.59,14625,0.86,2
1586,552,1,1,1,86.26,4,257,6,1194,6,92.86,155608,0.46,0
1587,3530,1,13,0,65.46,4,617,7,125,7,70.67,164097,0.18,0
1588,4258,1,11,1,83.58,1,204,8,1969,8,92.55,102616,0.2,0
1589,344,1,10,1,61.08,5,75,9,532,9,93.36,36134,0.45,0
1590,4710,0,6,0,68.82,2,162,8,514,8,88.67,76323,0.23,0
1591,377,1,11,1,95.87,2,95,5,551,5,60.87,75504,0.86,2
1592,2729,0,3,0,86.42,4,585,9,1292,9,98.84,104779,0.32,0
1593,3524,0,4,2,89.21,0,215,2,727,2,95.04,127308,0.36,0
1594,795,1,4,2,76.06,4,354,9,2084,9,98.33,57998,0.3,0
1595,4490,0,11,0,64.96,4,247,2,2006,2,75.13,153192,0.44,0
1596,3455,1,9,2,71.15,1,70,7,1712,7,86.67,174490,0.37,0
1597,3835,0,4,0,67.93,0,292,2,1701,2,78.72,141083,0.19,0
1598,185,0,0,0,82.79,5,149,4,261,4,94.54,86208,0.27,0
1599,1060,1,10,3,80.9,0,105,2,308,2,64.56,168335,0.95,2
1600,1209,0,0,1,98.83,4,203,7,2402,7,70.36,105012,0.87,2
1601,2553,0,4,0,79.97,4,307,3,1264,3,89.63,143282,0.46,0
1602,1480,1,10,0,98.49,0,237,1,2071,1,83.03,102089,0.9,2
1603,4863,1,0,2,85.01,2,144,7,205,7,84.82,110770,0.59,1
1604,1297,0,6,0,87.08,2,98,0,2449,0,60.4,69357,0.89,2
1605,2140,0,1,0,75.18,3,102,3,2159,3,65.74,153594,0.91,2
1606,379,1,6,2,62.17,3,80,1,526,1,85.54,162987,0.19,0
1607,3418,1,8,0,98.02,1,206,3,1585,3,69.21,104439,0.87,2
1608,577,1,5,0,69.99,0,130,1,1253,1,97.53,46747,0.23,0
1609,4487,0,0,0,60.12,5,130,5,324,5,77.73,36160,0.23,0
1610,3681,0,1,1,70.32,1,101,8,2494,8,74.11,23260,0.41,0
1611,2840,0,12,0,62.72,4,213,0,1452,0,98.56,72254,0.37,0
1612,3669,0,13,0,58.31,4,239,2,733,2,96.16,1045,0.41,0
1613,1290,0,2,1,83.13,2,133,3,1418,3,78.57,115215,0.73,1
1614,2745,0,7,2,65.11,1,125,8,1540,8,60.9,85251,0.62,1
1615,4801,1,5,2,71.42,1,94,1,1265,1,80.1,170625,0.32,0
1616,4106,0,0,1,88.08,0,276,3,251,3,67.55,4813,0.84,2
1617,2271,1,13,1,94.45,0,223,5,2359,5,85.93,167242,0.89,2
1618,4172,0,10,0,62.68,4,276,4,1708,4,68.75,173445,0.3,0
1619,609,0,6,3,96.18,2,147,1,1205,1,63.71,61556,0.89,2
1620,2268,1,0,0,74.24,1,241,3,2373,3,77.29,163964,0.27,0
1621,228,0,3,1,76.81,0,156,3,665,3,74.29,167586,0.6,1
1622,1180,1,9,0,80.35,5,172,2,599,2,76.15,88861,0.56,1
1623,1106,1,1,1,57.31,0,179,0,1691,0,68.45,57620,0.19,0
1624,3335,1,4,2,69.82,1,249,5,103,5,89.36,26884,0.36,0
1625,825,0,12,1,72.31,5,73,3,60,3,96.16,97534,0.23,0
1626,4249,1,4,1,75.65,5,54,9,137,9,66.43,176413,0.87,2
1627,3730,1,0,0,76.29,2,88,0,611,0,80.86,73602,0.24,0
1628,513,1,8,0,89.71,1,93,1,607,1,70.88,106601,0.94,2
1629,3023,0,9,2,58.93,2,178,3,1716,3,79.82,26327,0.41,0
1630,288,0,6,0,72.85,4,385,7,1106,7,86.53,63856,0.4,0
1631,2814,0,3,2,95.22,4,249,1,1625,1,83.33,169959,0.95,2
1632,3796,0,10,0,84.35,2,84,4,1543,4,71.58,65643,0.82,2
1633,2767,1,10,1,88.38,3,195,9,1241,9,89.41,171744,0.16,0
1634,3154,0,0,3,71.74,4,283,6,1637,6,70.56,156949,0.77,1
1635,845,1,7,0,59.62,4,350,5,120,5,69.74,150123,0.21,0
1636,828,0,2,0,77.03,2,153,0,281,0,70.35,94692,0.79,1
1637,2521,1,14,0,97.96,3,181,5,1874,5,82.51,21300,0.91,2
1638,2152,1,14,0,86.9,3,192,2,292,2,81.17,21821,0.75,1
1639,1559,0,8,3,59.36,1,236,0,1518,0,98.16,70978,0.25,0
1640,2760,0,3,0,56.72,2,119,1,957,1,75.19,999,0.45,0
1641,2705,1,1,2,80.92,1,213,7,894,7,61.44,90906,0.89,2
1642,35,1,5,2,73.12,0,212,3,521,3,92.34,167160,0.41,0
1643,2580,0,10,0,76.42,1,78,2,1990,2,65.13,40260,0.93,2
1644,1980,0,4,1,58.97,4,403,8,576,8,61.05,388,0.28,0
1645,1165,0,13,1,79.81,1,163,0,2315,0,76.81,51376,0.59,1
1646,4584,0,5,3,60.43,4,651,7,2147,7,95.31,129509,0.43,0
1647,4625,0,8,0,91.99,2,64,8,2248,8,65.07,89241,0.87,2
1648,3009,1,14,0,68.8,1,281,1,1204,1,69.37,134486,0.36,0
1649,1926,1,10,1,76.7,0,258,8,383,8,76.3,58247,0.78,1
1650,1516,0,13,0,95.92,2,131,2,1412,2,66.6,173927,0.9,2
1651,4555,1,11,1,79.01,0,133,3,1055,3,78.45,13631,0.73,1
1652,2030,0,11,2,59.41,0,161,9,230,9,73.57,87610,0.22,0
1653,1420,1,0,2,84.9,0,239,6,2106,6,73.3,36812,0.97,2
1654,3909,0,13,1,90.38,4,337,4,458,4,89.17,54261,0.67,1
1655,3947,1,4,2,62.84,1,264,6,1350,6,66.16,154943,0.49,0
1656,4706,1,1,0,76.62,2,151,2,2243,2,94.51,28316,0.39,0
1657,764,1,12,0,74.39,5,83,8,1123,8,75.82,119779,0.43,0
1658,3,1,4,0,90.01,4,650,7,2315,7,85.65,146616,0.7,1
1659,2201,0,11,0,93.2,4,210,6,1103,6,72.04,133983,0.87,2
1660,2828,0,10,1,98.14,4,343,0,387,0,82.27,444,0.97,2
1661,4824,0,14,0,56.28,4,269,6,614,6,98.16,146439,0.29,0
1662,2301,0,10,0,67.96,0,228,7,122,7,60.41,114770,0.79,1
1663,3860,1,2,0,79.2,5,95,9,1670,9,61.83,35223,0.86,2
1664,3554,0,2,0,63.25,2,197,3,538,3,83.28,35018,0.22,0
1665,4233,0,11,0,57.65,1,70,8,1298,8,69.53,136359,0.29,0
1666,2168,0,0,0,88.12,5,124,9,2077,9,69.15,17558,0.92,2
1667,4169,0,14,1,75.34,1,69,0,2450,0,92.92,57680,0.33,0
1668,2942,0,5,0,96.19,5,85,8,853,8,91.42,52011,0.72,1
1669,3014,1,2,0,90.76,2,150,5,2430,5,86.75,136087,0.68,1
1670,2489,0,4,1,64.2,5,143,6,2201,6,76.15,120497,0.38,0
1671,3046,1,12,1,97.31,4,670,2,2417,2,86.2,74898,0.89,2
1672,1635,0,9,0,85.74,1,71,5,1015,5,94.13,69345,0.49,0
1673,2162,1,0,3,71.0,1,256,6,1392,6,77.22,25082,0.33,0
1674,4829,1,14,2,60.37,5,83,7,1999,7,70.94,67089,0.43,0
1675,831,0,10,1,97.68,1,154,1,1388,1,93.99,86223,0.68,1
1676,3332,0,0,1,67.61,5,87,8,539,8,66.44,59045,0.76,1
1677,2756,0,1,0,63.34,5,161,7,633,7,87.36,41731,0.16,0
1678,859,0,12,1,98.26,0,173,3,2362,3,86.82,164660,0.9,2
1679,3125,1,2,1,84.34,3,73,0,244,0,88.09,67365,0.45,0
1680,578,0,7,0,62.42,4,495,0,1802,0,81.17,142086,0.49,0
1681,695,0,5,1,58.81,4,264,8,514,8,91.95,97997,0.17,0
1682,1442,1,9,2,77.71,5,121,7,645,7,83.79,74505,0.46,0
1683,4837,0,9,0,69.79,4,432,3,1625,3,80.29,170445,0.2,0
1684,3786,1,13,1,67.91,1,169,3,626,3,60.94,145002,0.79,1
1685,787,1,1,2,63.77,5,142,7,2131,7,71.97,90470,0.42,0
1686,2874,1,0,1,72.18,4,420,3,935,3,97.13,75115,0.18,0
1687,4147,0,0,1,80.39,2,185,3,1845,3,82.33,137146,0.19,0
1688,3744,0,1,1,88.31,4,442,5,1357,5,81.39,157199,0.72,1
1689,2764,1,14,0,78.04,0,109,6,783,6,87.6,33094,0.36,0
1690,2703,1,13,0,93.59,1,139,1,718,1,76.9,88649,0.84,2
1691,4254,1,13,0,85.75,4,567,9,2081,9,61.02,166315,0.85,2
1692,4180,1,1,0,99.07,4,244,3,2061,3,86.06,135164,0.97,2
1693,2404,0,1,1,62.33,5,79,1,2309,1,90.5,134852,0.41,0
1694,2878,0,11,1,86.09,2,107,9,762,9,87.39,152639,0.2,0
1695,1893,0,10,2,96.36,5,61,2,1609,2,62.29,29807,0.89,2
1696,2660,0,3,1,95.6,3,136,5,1619,5,78.34,66476,0.88,2
1697,3236,0,3,2,95.61,2,96,4,825,4,95.26,133173,0.6,1
1698,4845,0,9,3,55.8,3,167,1,243,1,84.47,116548,0.32,0
1699,357,1,5,0,81.76,4,611,5,100,5,87.03,140232,0.39,0
1700,2944,1,5,1,59.6,4,452,9,81,9,64.71,36095,0.36,0
1701,313,0,2,2,94.81,5,174,4,286,4,70.84,73021,0.84,2
1702,3066,0,11,0,63.41,5,131,0,1967,0,92.14,23912,0.36,0
1703,1910,1,11,0,58.85,0,152,3,1367,3,62.67,34809,0.46,0
1704,265,1,14,2,92.88,0,287,7,1810,7,95.91,168432,0.42,0
1705,409,0,1,0,78.67,1,144,5,1076,5,79.9,140637,0.25,0
1706,3190,1,10,1,72.07,5,63,9,670,9,72.31,145031,0.38,0
1707,1240,0,2,0,85.73,3,164,1,1232,1,74.79,56669,0.85,2
1708,3898,0,0,1,98.01,1,96,2,550,2,66.05,128104,0.87,2
1709,2916,0,13,2,71.59,2,169,8,2313,8,63.07,67495,0.86,2
1710,2577,0,12,1,84.64,3,73,1,1701,1,70.11,86443,0.89,2
1711,619,1,7,2,57.76,3,107,5,2282,5,80.21,3377,0.24,0
1712,4253,1,7,0,98.13,4,492,2,2492,2,78.89,51070,0.97,2
1713,4803,1,2,1,80.87,1,193,0,545,0,63.91,49367,0.91,2
1714,3807,0,8,0,58.23,4,344,5,377,5,70.28,117875,0.42,0
1715,3620,1,5,0,63.19,5,104,5,97,5,95.11,43368,0.39,0
1716,2961,1,4,0,77.34,1,246,3,2157,3,80.92,98851,0.5,0
1717,3486,1,9,1,86.87,2,94,9,2032,9,92.01,85855,0.25,0
1718,726,0,3,0,55.86,1,150,1,1643,1,83.75,136120,0.45,0
1719,2312,1,4,1,77.31,4,605,6,719,6,81.24,124801,0.49,0
1720,3102,1,9,2,56.04,2,50,4,190,4,76.11,36040,0.21,0
1721,2427,0,6,2,69.82,2,77,5,932,5,87.46,41235,0.43,0
1722,4018,0,1,1,90.98,3,106,0,1457,0,69.72,170141,0.87,2
1723,1334,1,5,0,93.38,2,104,9,2159,9,73.75,167996,0.85,2
1724,3401,0,8,0,99.06,2,78,5,1243,5,60.46,34838,0.93,2
1725,3906,0,2,2,85.88,5,192,2,717,2,68.62,8389,0.86,2
1726,2567,0,6,0,89.65,4,440,9,2358,9,77.98,129481,0.93,2
1727,948,1,10,0,95.21,3,127,0,886,0,66.44,167408,0.91,2
1728,472,1,13,0,96.74,0,105,4,2452,4,84.64,60249,0.87,2
1729,1298,1,4,0,77.22,1,227,2,1789,2,94.13,32023,0.45,0
1730,850,0,8,2,58.59,0,87,5,2390,5,84.14,13750,0.38,0
1731,1907,0,3,0,68.05,4,490,2,895,2,71.36,159238,0.26,0
1732,654,0,12,0,80.55,3,68,9,2229,9,67.8,159011,0.91,2
1733,1263,1,4,0,67.86,5,91,2,904,2,72.9,87975,0.21,0
1734,1633,1,8,0,81.14,3,126,6,1903,6,74.63,162716,0.77,1
1735,93,1,0,1,65.3,4,643,8,1548,8,64.45,71003,0.64,1
1736,1940,1,3,1,81.31,1,241,8,2107,8,67.17,147520,0.82,2
1737,109,1,9,3,75.92,5,169,4,775,4,70.06,93300,0.67,1
1738,3309,1,10,0,73.88,3,181,7,1506,7,77.03,12944,0.46,0
1739,1202,1,13,0,82.41,4,670,4,711,4,93.08,156257,0.25,0
1740,247,1,7,0,62.95,0,275,1,1711,1,73.63,49491,0.42,0
1741,1140,1,9,0,99.5,4,303,5,461,5,81.6,144422,0.92,2
1742,995,1,0,1,98.65,4,336,0,227,0,61.14,127126,0.9,2
1743,3535,0,13,0,90.84,3,186,9,2188,9,77.25,104500,0.83,2
1744,2875,0,14,0,89.94,5,78,8,2054,8,87.61,24569,0.67,1
1745,2717,1,1,1,82.87,0,239,2,640,2,86.89,27032,0.28,0
1746,1571,1,14,1,90.67,2,116,5,609,5,84.77,65681,0.7,1
1747,2471,0,2,3,60.96,5,102,2,45,2,79.83,146687,0.4,0
1748,1265,0,1,1,64.59,3,50,8,597,8,76.91,78268,0.34,0
1749,4272,1,0,1,95.78,2,132,7,594,7,76.87,108352,0.94,2
1750,1218,0,9,2,67.55,2,119,0,272,0,77.84,55635,0.16,0
1751,2701,1,12,2,98.37,5,83,5,337,5,60.18,94437,0.89,2
